Id_Business;Trading_Status;Sales_Status;Sales_Owner;Value;Start_Date;Store_Amount;Segment;Tax_Regime;Campaign;Company_Size
NEG1540;Won;Won;Vendedor 02;39550.56;17/04/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1552;Lost;Lost;Vendedor 03;37849.46;04/05/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1555;Lost;Lost;Vendedor 02;35918.37;05/05/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1566;Lost;Lost;Vendedor 04;39699.25;19/05/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1570;Lost;Lost;Vendedor 02;39587.63;21/05/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1571;Lost;Lost;Vendedor 02;32653.06;22/05/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1577;Lost;Lost;Vendedor 04;43471.70;26/05/2020;1;Mercado;Lucro Presumido;google;Médio
NEG1580;Lost;Lost;Vendedor 02;38823.53;27/05/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1582;Prospeccao;Open;Vendedor 04;28571.43;27/05/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1588;Lost;Lost;Vendedor 02;40706.71;01/06/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1591;Lost;Lost;Vendedor 03;31768.95;02/06/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1592;Lost;Lost;Vendedor 02;31205.67;02/06/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1594;Lost;Lost;Vendedor 02;33037.54;03/06/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1597;Lost;Lost;Vendedor 02;37812.50;04/06/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1601;Lost;Lost;Vendedor 03;34204.95;08/06/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1605;Lost;Lost;Vendedor 04;31205.67;08/06/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1613;Lost;Lost;Vendedor 04;40305.34;15/06/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1622;Lost;Lost;Vendedor 02;36923.08;17/06/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1629;Lost;Lost;Vendedor 02;33460.08;19/06/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1632;Lost;Lost;Vendedor 02;36501.90;22/06/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1636;Won;Won;Vendedor 04;36666.67;23/06/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1645;Lost;Lost;Vendedor 04;43007.52;26/06/2020;1;Mercado;Lucro Presumido;google;Médio
NEG1647;Lost;Lost;Vendedor 04;42846.44;26/06/2020;1;Mercado;Lucro Presumido;google;Médio
NEG1658;Lost;Lost;Vendedor 04;41890.91;07/07/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1661;Lost;Lost;Vendedor 04;29304.03;07/07/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1662;Lost;Lost;Vendedor 04;36666.67;07/07/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1666;Lost;Lost;Vendedor 04;35955.06;08/07/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1669;Lost;Lost;Vendedor 04;35294.12;08/07/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1671;Lost;Lost;Vendedor 02;43034.48;08/07/2020;1;Mercado;Lucro Presumido;google;Médio
NEG1673;Won;Won;Vendedor 02;36413.79;09/07/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1675;Lost;Lost;Vendedor 04;37088.12;09/07/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1676;Lost;Lost;Vendedor 02;33964.91;09/07/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1677;Lost;Lost;Vendedor 02;43969.47;09/07/2020;1;Mercado;Lucro Presumido;google;Médio
NEG1693;Lost;Lost;Vendedor 02;40851.06;14/07/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1695;Won;Won;Vendedor 01;44824.90;15/07/2020;1;Mercado;Lucro Presumido;google;Médio
NEG1696;Lost;Lost;Vendedor 01;35955.06;15/07/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1697;Lost;Lost;Vendedor 02;40625.00;15/07/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1699;Lost;Lost;Vendedor 01;34042.55;15/07/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1713;Lost;Lost;Vendedor 01;30985.92;20/07/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1717;Won;Won;Vendedor 01;42686.57;21/07/2020;1;Mercado;Lucro Presumido;google;Médio
NEG1720;Lost;Lost;Vendedor 01;36666.67;21/07/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1723;Lost;Lost;Vendedor 01;36946.56;22/07/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1730;Lost;Lost;Vendedor 01;48941.18;27/07/2020;1;Mercado;Lucro Presumido;google;Médio
NEG1731;Lost;Lost;Vendedor 02;35687.73;27/07/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1736;Lost;Lost;Vendedor 04;33207.55;28/07/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1738;Lost;Lost;Vendedor 02;35862.07;28/07/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1739;Lost;Lost;Vendedor 04;38681.32;28/07/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1749;Won;Won;Vendedor 01;42448.98;31/07/2020;1;Mercado;Lucro Presumido;google;Médio
NEG1750;Lost;Lost;Vendedor 01;32764.51;31/07/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1751;Lost;Lost;Vendedor 04;31205.67;31/07/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1753;Lost;Lost;Vendedor 02;37230.77;31/07/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1754;Lost;Lost;Vendedor 04;40154.44;31/07/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1760;Lost;Lost;Vendedor 02;36501.90;03/08/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1766;Lost;Lost;Vendedor 02;34241.25;06/08/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1772;Lost;Lost;Vendedor 02;37985.61;07/08/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1779;Won;Won;Vendedor 02;32989.69;11/08/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1788;Lost;Lost;Vendedor 04;40466.93;12/08/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1802;Lost;Lost;Vendedor 02;37545.13;19/08/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1809;Lost;Lost;Vendedor 02;43636.36;21/08/2020;1;Mercado;Lucro Presumido;google;Médio
NEG1817;Lost;Lost;Vendedor 01;37183.10;24/08/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1824;Proposta;Open;Vendedor 04;40615.38;26/08/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1826;Won;Won;Vendedor 04;39722.22;27/08/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1841;Lost;Lost;Vendedor 01;44255.32;02/09/2020;1;Mercado;Lucro Presumido;google;Médio
NEG1852;Won;Won;Vendedor 04;38648.65;08/09/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1860;Won;Won;Vendedor 03;39448.28;11/09/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1862;Won;Won;Vendedor 01;35985.13;14/09/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1869;Lost;Lost;Vendedor 04;40421.05;15/09/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1872;Lost;Lost;Vendedor 04;27397.26;17/09/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1877;Lost;Lost;Vendedor 04;37275.99;18/09/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1879;Won;Won;Vendedor 02;28571.43;21/09/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1894;Won;Won;Vendedor 04;35200.00;23/09/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1897;Lost;Lost;Vendedor 02;36413.79;23/09/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1915;Lost;Lost;Vendedor 02;29629.63;06/10/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1919;Lost;Lost;Vendedor 02;41003.58;06/10/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1944;Won;Won;Vendedor 02;40996.44;19/10/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1964;Won;Won;Vendedor 04;40772.20;29/10/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1965;Lost;Lost;Vendedor 01;37275.99;29/10/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1968;Lost;Lost;Vendedor 02;43802.28;30/10/2020;1;Mercado;Lucro Presumido;google;Médio
NEG1971;Lost;Lost;Vendedor 04;36090.23;30/10/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1975;Won;Won;Vendedor 02;29739.78;04/11/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1978;Lost;Lost;Vendedor 04;37665.37;04/11/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1980;Lost;Lost;Vendedor 01;33037.54;04/11/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1981;Lost;Lost;Vendedor 04;33037.54;05/11/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG1982;Lost;Lost;Vendedor 04;43789.47;05/11/2020;1;Mercado;Lucro Presumido;google;Médio
NEG1983;Lost;Lost;Vendedor 04;48750.00;05/11/2020;1;Mercado;Lucro Presumido;google;Médio
NEG1989;Negociacao;Open;Vendedor 04;40140.35;09/11/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG1994;Lost;Lost;Vendedor 01;31428.57;11/11/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG2006;Won;Won;Vendedor 01;30188.68;17/11/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG2009;Lost;Lost;Vendedor 04;30534.35;17/11/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG2012;Lost;Lost;Vendedor 02;27586.21;17/11/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG2027;Won;Won;Vendedor 01;41751.82;04/12/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG2033;Lost;Lost;Vendedor 04;35985.13;10/12/2020;1;Mercado;Simples Nacional;google;Pequeno
NEG2038;Won;Won;Vendedor 01;40281.69;14/12/2020;1;Mercado;Lucro Presumido;google;Pequeno
NEG2039;Won;Won;Vendedor 01;43169.81;14/12/2020;1;Mercado;Lucro Presumido;google;Médio
NEG2055;Lost;Lost;Vendedor 04;40930.23;05/01/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2070;Lost;Lost;Vendedor 04;45176.47;08/01/2021;1;Mercado;Lucro Presumido;google;Médio
NEG2072;Lost;Lost;Vendedor 01;37314.49;08/01/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2074;Lost;Lost;Vendedor 04;42846.44;08/01/2021;1;Mercado;Lucro Presumido;google;Médio
NEG2077;Lost;Lost;Vendedor 04;47633.59;11/01/2021;1;Mercado;Lucro Presumido;google;Médio
NEG2087;Negociacao;Open;Vendedor 01;33587.79;14/01/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2091;Prospeccao;Open;Vendedor 04;39111.11;19/01/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2100;Lost;Lost;Vendedor 02;39402.99;21/01/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2103;Lost;Lost;Vendedor 04;27586.21;25/01/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2107;Lost;Lost;Vendedor 04;36363.64;26/01/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2108;Lost;Lost;Vendedor 02;42666.67;26/01/2021;1;Mercado;Lucro Presumido;google;Médio
NEG2113;Lost;Lost;Vendedor 02;39402.99;01/02/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2117;Lost;Lost;Vendedor 02;31768.95;02/02/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2128;Won;Won;Vendedor 01;28776.98;04/02/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2134;Lost;Lost;Vendedor 02;31095.41;08/02/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2139;Lost;Lost;Vendedor 04;35985.13;09/02/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2161;Lost;Lost;Vendedor 04;33449.48;18/02/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2179;Lost;Lost;Vendedor 01;29931.97;23/02/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2187;Lost;Lost;Vendedor 02;39312.71;25/02/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2188;Won;Won;Vendedor 01;35200.00;26/02/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2197;Lost;Lost;Vendedor 02;31095.41;04/03/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2203;Lost;Lost;Vendedor 01;32876.71;08/03/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2210;Lost;Lost;Vendedor 02;28880.87;10/03/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2231;Lost;Lost;Vendedor 04;30877.19;18/03/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2239;Lost;Lost;Vendedor 04;32116.79;22/03/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2248;Lost;Lost;Vendedor 03;37647.06;26/03/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2251;Won;Won;Vendedor 04;33333.33;30/03/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2253;Won;Won;Gerente 01;29197.08;31/03/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2263;Lost;Lost;Vendedor 04;37410.07;07/04/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2265;Lost;Lost;Vendedor 02;44412.81;08/04/2021;1;Mercado;Lucro Presumido;google;Médio
NEG2272;Lost;Lost;Vendedor 04;32813.56;12/04/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2275;Lost;Lost;Vendedor 02;32764.51;12/04/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2280;Lost;Lost;Vendedor 02;37849.46;13/04/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2289;Lost;Lost;Vendedor 02;36806.08;15/04/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2306;Won;Won;Vendedor 04;33684.21;23/04/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2307;Lost;Lost;Vendedor 04;35164.84;23/04/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2310;Won;Won;Vendedor 01;29520.30;26/04/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2315;Lost;Lost;Vendedor 01;30303.03;27/04/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2329;Won;Won;Vendedor 02;32234.43;30/04/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2335;Lost;Lost;Vendedor 02;45381.82;03/05/2021;1;Mercado;Lucro Presumido;google;Médio
NEG2351;Lost;Lost;Vendedor 02;35036.50;11/05/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2352;Lost;Lost;Vendedor 04;36666.67;11/05/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2360;Lost;Lost;Vendedor 01;39584.78;13/05/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2366;Negociacao;Open;Vendedor 01;33566.43;18/05/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2372;Lost;Lost;Vendedor 02;39393.94;20/05/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2376;Lost;Lost;Vendedor 02;36923.08;24/05/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2383;Lost;Lost;Vendedor 03;34285.71;25/05/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2386;Lost;Lost;Vendedor 04;32989.69;25/05/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2391;Lost;Lost;Vendedor 02;32713.75;31/05/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2396;Lost;Lost;Vendedor 03;32000.00;01/06/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2400;Lost;Lost;Vendedor 02;38966.79;02/06/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2403;Lost;Lost;Vendedor 04;37275.99;04/06/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2406;Won;Won;Vendedor 01;29629.63;07/06/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2407;Won;Won;Vendedor 01;34448.40;07/06/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2410;Lost;Lost;Vendedor 01;42214.02;07/06/2021;1;Mercado;Lucro Presumido;google;Médio
NEG2416;Lost;Lost;Vendedor 02;40139.37;10/06/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2419;Lost;Lost;Vendedor 04;45176.47;14/06/2021;1;Mercado;Lucro Presumido;google;Médio
NEG2429;Negociacao;Open;Vendedor 04;35072.46;16/06/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2433;Lost;Lost;Vendedor 04;36946.56;17/06/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2479;Lost;Lost;Vendedor 01;37647.06;02/07/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2482;Won;Won;Vendedor 01;34241.25;08/07/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2483;Won;Won;Vendedor 04;40305.34;08/07/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2494;Lost;Lost;Vendedor 04;40279.72;14/07/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2498;Won;Won;Vendedor 01;35955.06;16/07/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2506;Lost;Lost;Vendedor 04;38661.71;19/07/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2510;Lost;Lost;Vendedor 03;39256.51;20/07/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2511;Lost;Lost;Vendedor 03;37812.50;20/07/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2522;Proposta;Open;Vendedor 04;32653.06;26/07/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2535;Won;Won;Vendedor 01;28985.51;02/08/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2549;Won;Won;Vendedor 01;30034.13;06/08/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2558;Lost;Lost;Vendedor 01;45882.35;12/08/2021;1;Mercado;Lucro Presumido;google;Médio
NEG2564;Lost;Lost;Vendedor 04;30034.13;17/08/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2573;Lost;Lost;Vendedor 04;36254.68;19/08/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2581;Lost;Lost;Vendedor 01;38400.00;23/08/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2583;Lost;Lost;Vendedor 02;36539.79;23/08/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2584;Lost;Lost;Vendedor 02;40310.08;23/08/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2588;Lost;Lost;Vendedor 04;43471.70;25/08/2021;1;Mercado;Lucro Presumido;google;Médio
NEG2590;Lost;Lost;Vendedor 02;48750.00;25/08/2021;1;Mercado;Lucro Presumido;google;Médio
NEG2592;Negociacao;Open;Vendedor 02;37985.61;26/08/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2594;Lost;Lost;Vendedor 04;39183.67;30/08/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2596;Lost;Lost;Vendedor 03;33449.48;31/08/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2604;Lost;Lost;Vendedor 03;39245.28;03/09/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2609;Lost;Lost;Vendedor 01;45547.45;09/09/2021;1;Mercado;Lucro Presumido;google;Médio
NEG2623;Lost;Lost;Vendedor 03;31768.95;21/09/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2625;Lost;Lost;Vendedor 02;34375.00;21/09/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2631;Lost;Lost;Vendedor 04;29629.63;23/09/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2632;Lost;Lost;Vendedor 02;32653.06;23/09/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2636;Lost;Lost;Vendedor 02;43333.33;24/09/2021;1;Mercado;Lucro Presumido;google;Médio
NEG2648;Lost;Lost;Vendedor 04;38518.52;30/09/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2662;Lost;Lost;Vendedor 01;33976.83;13/10/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2673;Negociacao;Open;Vendedor 03;42666.67;19/10/2021;1;Mercado;Lucro Presumido;google;Médio
NEG2679;Lost;Lost;Vendedor 04;28169.01;25/10/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2683;Lost;Lost;Vendedor 03;40930.23;27/10/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2687;Prospeccao;Open;Vendedor 03;36666.67;27/10/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2690;Lost;Lost;Vendedor 03;36923.08;29/10/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2695;Negociacao;Open;Vendedor 01;33922.26;01/11/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2697;Negociacao;Open;Vendedor 01;38400.00;01/11/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2699;Lost;Lost;Vendedor 03;33716.48;04/11/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2700;Lost;Lost;Vendedor 03;39050.85;04/11/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2708;Negociacao;Open;Vendedor 03;39550.56;10/11/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2716;Lost;Lost;Vendedor 04;44513.62;17/11/2021;1;Mercado;Lucro Presumido;google;Médio
NEG2722;Lost;Lost;Vendedor 04;30555.56;22/11/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2726;Lost;Lost;Vendedor 04;35164.84;24/11/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2730;Proposta;Open;Vendedor 04;39402.99;25/11/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2734;Lost;Lost;Vendedor 04;43969.47;29/11/2021;1;Mercado;Lucro Presumido;google;Médio
NEG2736;Prospeccao;Open;Vendedor 02;35072.46;30/11/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG2743;Lost;Lost;Vendedor 01;38661.71;14/12/2021;1;Mercado;Lucro Presumido;google;Pequeno
NEG2759;Negociacao;Open;Vendedor 02;35687.73;17/12/2021;1;Mercado;Simples Nacional;google;Pequeno
NEG0542;Lost;Lost;Vendedor 04;37446.81;08/01/2019;1;Mercado;Lucro Presumido;indicacao;Pequeno
NEG0996;Lost;Lost;Vendedor 01;34695.34;21/08/2019;1;Mercado;Simples Nacional;indicacao;Pequeno
NEG0999;Lost;Lost;Vendedor 01;40625.00;22/08/2019;1;Mercado;Lucro Presumido;indicacao;Pequeno
NEG1145;Lost;Lost;Vendedor 01;35675.68;25/10/2019;1;Mercado;Simples Nacional;indicacao;Pequeno
NEG1174;Lost;Lost;Gerente 01;41411.76;05/11/2019;1;Mercado;Lucro Presumido;indicacao;Pequeno
NEG1744;Won;Won;Vendedor 01;38966.79;30/07/2020;1;Mercado;Lucro Presumido;indicacao;Pequeno
NEG1757;Lost;Lost;Gerente 02;44731.18;03/08/2020;1;Mercado;Lucro Presumido;indicacao;Médio
NEG1758;Lost;Lost;Vendedor 02;44571.43;03/08/2020;1;Mercado;Lucro Presumido;indicacao;Médio
NEG1762;Lost;Lost;Vendedor 01;38966.79;04/08/2020;1;Mercado;Lucro Presumido;indicacao;Pequeno
NEG1797;Won;Won;Vendedor 01;38260.87;18/08/2020;1;Mercado;Lucro Presumido;indicacao;Pequeno
NEG1799;Won;Won;Vendedor 01;39178.08;19/08/2020;1;Mercado;Lucro Presumido;indicacao;Pequeno
NEG1801;Lost;Lost;Gerente 02;43802.28;19/08/2020;1;Mercado;Lucro Presumido;indicacao;Médio
NEG1806;Lost;Lost;Vendedor 02;40000.00;20/08/2020;1;Mercado;Lucro Presumido;indicacao;Pequeno
NEG1840;Lost;Lost;Vendedor 01;36528.30;02/09/2020;1;Mercado;Lucro Presumido;indicacao;Pequeno
NEG1843;Lost;Lost;Vendedor 01;30888.03;02/09/2020;1;Mercado;Simples Nacional;indicacao;Pequeno
NEG1855;Won;Won;Vendedor 01;33566.43;09/09/2020;1;Mercado;Simples Nacional;indicacao;Pequeno
NEG1856;Won;Won;Vendedor 01;40152.09;09/09/2020;1;Mercado;Lucro Presumido;indicacao;Pequeno
NEG1882;Lost;Lost;Vendedor 02;40152.09;21/09/2020;1;Mercado;Lucro Presumido;indicacao;Pequeno
NEG1900;Won;Won;Vendedor 01;42448.98;25/09/2020;1;Mercado;Lucro Presumido;indicacao;Médio
NEG1926;Lost;Lost;Vendedor 02;30534.35;13/10/2020;1;Mercado;Simples Nacional;indicacao;Pequeno
NEG1961;Lost;Lost;Vendedor 02;32653.06;26/10/2020;1;Mercado;Simples Nacional;indicacao;Pequeno
NEG1985;Lost;Lost;Vendedor 02;33082.71;06/11/2020;1;Mercado;Simples Nacional;indicacao;Pequeno
NEG1992;Lost;Lost;Vendedor 02;34408.60;11/11/2020;1;Mercado;Simples Nacional;indicacao;Pequeno
NEG1996;Lost;Lost;Vendedor 03;45176.47;11/11/2020;1;Mercado;Lucro Presumido;indicacao;Médio
NEG1998;Lost;Lost;Vendedor 02;31316.73;12/11/2020;1;Mercado;Simples Nacional;indicacao;Pequeno
NEG2051;Won;Won;Vendedor 01;44824.90;05/01/2021;1;Mercado;Lucro Presumido;indicacao;Médio
NEG2058;Lost;Lost;Gerente 01;47272.73;06/01/2021;1;Mercado;Lucro Presumido;indicacao;Médio
NEG2065;Negociacao;Open;Vendedor 04;39245.28;07/01/2021;1;Mercado;Lucro Presumido;indicacao;Pequeno
NEG2066;Negociacao;Open;Vendedor 01;36528.30;07/01/2021;1;Mercado;Lucro Presumido;indicacao;Pequeno
NEG2079;Lost;Lost;Vendedor 01;32713.75;12/01/2021;1;Mercado;Simples Nacional;indicacao;Pequeno
NEG2089;Won;Won;Vendedor 01;37665.37;18/01/2021;1;Mercado;Lucro Presumido;indicacao;Pequeno
NEG2096;Prospeccao;Open;Vendedor 02;29520.30;20/01/2021;1;Mercado;Simples Nacional;indicacao;Pequeno
NEG2101;Won;Won;Vendedor 01;37088.12;22/01/2021;1;Mercado;Lucro Presumido;indicacao;Pequeno
NEG2129;Won;Won;Vendedor 01;41250.00;04/02/2021;1;Mercado;Lucro Presumido;indicacao;Pequeno
NEG2137;Won;Won;Vendedor 01;43034.48;09/02/2021;1;Mercado;Lucro Presumido;indicacao;Médio
NEG2141;Won;Won;Vendedor 02;37818.18;10/02/2021;1;Mercado;Lucro Presumido;indicacao;Pequeno
NEG2149;Lost;Lost;Vendedor 02;44651.16;12/02/2021;1;Mercado;Lucro Presumido;indicacao;Médio
NEG2159;Lost;Lost;Vendedor 04;33082.71;18/02/2021;1;Mercado;Simples Nacional;indicacao;Pequeno
NEG2199;Won;Won;Vendedor 01;42214.02;05/03/2021;1;Mercado;Lucro Presumido;indicacao;Médio
NEG2277;Won;Won;Vendedor 01;34532.37;13/04/2021;1;Mercado;Simples Nacional;indicacao;Pequeno
